Dataset ID,Project,Repository,Month,Monthly Fault Count,Cumulative Fault Count
OSS1,Redis,redis/redis,2015-05,0,89
OSS1,Redis,redis/redis,2015-06,2,91
OSS1,Redis,redis/redis,2015-07,2,93
OSS1,Redis,redis/redis,2015-08,0,93
OSS1,Redis,redis/redis,2015-09,1,94
OSS1,Redis,redis/redis,2015-10,0,94
OSS1,Redis,redis/redis,2015-11,1,95
OSS1,Redis,redis/redis,2015-12,2,97
OSS1,Redis,redis/redis,2016-01,7,104
OSS1,Redis,redis/redis,2016-02,1,105
OSS1,Redis,redis/redis,2016-03,0,105
OSS1,Redis,redis/redis,2016-04,1,106
OSS1,Redis,redis/redis,2016-05,1,107
OSS1,Redis,redis/redis,2016-06,3,110
OSS1,Redis,redis/redis,2016-07,2,112
OSS1,Redis,redis/redis,2016-08,0,112
OSS1,Redis,redis/redis,2016-09,1,113
OSS1,Redis,redis/redis,2016-10,0,113
OSS1,Redis,redis/redis,2016-11,6,119
OSS1,Redis,redis/redis,2016-12,3,122
OSS1,Redis,redis/redis,2017-01,3,125
OSS1,Redis,redis/redis,2017-02,1,126
OSS1,Redis,redis/redis,2017-03,1,127
OSS1,Redis,redis/redis,2017-04,0,127
OSS1,Redis,redis/redis,2017-05,1,128
OSS1,Redis,redis/redis,2017-06,1,129
OSS1,Redis,redis/redis,2017-07,0,129
OSS1,Redis,redis/redis,2017-08,3,132
OSS1,Redis,redis/redis,2017-09,2,134
OSS1,Redis,redis/redis,2017-10,1,135
OSS1,Redis,redis/redis,2017-11,1,136
OSS1,Redis,redis/redis,2017-12,0,136
OSS1,Redis,redis/redis,2018-01,0,136
OSS1,Redis,redis/redis,2018-02,0,136
OSS1,Redis,redis/redis,2018-03,0,136
OSS1,Redis,redis/redis,2018-04,0,136
OSS1,Redis,redis/redis,2018-05,0,136
OSS1,Redis,redis/redis,2018-06,0,136
OSS1,Redis,redis/redis,2018-07,0,136
OSS1,Redis,redis/redis,2018-08,1,137
OSS1,Redis,redis/redis,2018-09,0,137
OSS1,Redis,redis/redis,2018-10,0,137
OSS1,Redis,redis/redis,2018-11,0,137
OSS1,Redis,redis/redis,2018-12,0,137
OSS1,Redis,redis/redis,2019-01,0,137
OSS1,Redis,redis/redis,2019-02,0,137
OSS1,Redis,redis/redis,2019-03,0,137
OSS1,Redis,redis/redis,2019-04,0,137
OSS1,Redis,redis/redis,2019-05,0,137
OSS1,Redis,redis/redis,2019-06,0,137
OSS1,Redis,redis/redis,2019-07,0,137
OSS1,Redis,redis/redis,2019-08,0,137
OSS1,Redis,redis/redis,2019-09,0,137
OSS1,Redis,redis/redis,2019-10,0,137
OSS1,Redis,redis/redis,2019-11,0,137
OSS1,Redis,redis/redis,2019-12,0,137
OSS1,Redis,redis/redis,2020-01,1,138
OSS1,Redis,redis/redis,2020-02,0,138
OSS1,Redis,redis/redis,2020-03,0,138
OSS1,Redis,redis/redis,2020-04,0,138
OSS1,Redis,redis/redis,2020-05,0,138
OSS1,Redis,redis/redis,2020-06,0,138
OSS1,Redis,redis/redis,2020-07,0,138
OSS1,Redis,redis/redis,2020-08,1,139
OSS1,Redis,redis/redis,2020-09,2,141
OSS1,Redis,redis/redis,2020-10,0,141
OSS1,Redis,redis/redis,2020-11,1,142
OSS1,Redis,redis/redis,2020-12,1,143
OSS1,Redis,redis/redis,2021-01,0,143
OSS1,Redis,redis/redis,2021-02,0,143
OSS1,Redis,redis/redis,2021-03,0,143
OSS1,Redis,redis/redis,2021-04,1,144
OSS1,Redis,redis/redis,2021-05,2,146
OSS1,Redis,redis/redis,2021-06,0,146
OSS1,Redis,redis/redis,2021-07,0,146
OSS1,Redis,redis/redis,2021-08,0,146
OSS1,Redis,redis/redis,2021-09,0,146
OSS1,Redis,redis/redis,2021-10,0,146
OSS1,Redis,redis/redis,2021-11,0,146
OSS1,Redis,redis/redis,2021-12,0,146
OSS1,Redis,redis/redis,2022-01,2,148
OSS1,Redis,redis/redis,2022-02,0,148
OSS1,Redis,redis/redis,2022-03,0,148
OSS1,Redis,redis/redis,2022-04,0,148
OSS1,Redis,redis/redis,2022-05,0,148
OSS1,Redis,redis/redis,2022-06,0,148
OSS1,Redis,redis/redis,2022-07,0,148
OSS1,Redis,redis/redis,2022-08,0,148
OSS1,Redis,redis/redis,2022-09,2,150
